date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:54:15	5095477/5095477	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-02.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-02.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:54:23	2221839/2221839	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-06.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-06.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:54:24	2174765/2174765	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-07.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-07.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:54:26	2938770/2938770	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-08.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-08.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:54:27	2938770/2938770	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-09.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-09.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:54:39	4280564/4280564	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-10.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-10.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:55:05	1190469/1190469	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-03.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-03.jpg	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:55:16	8877811/8877811	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-11.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-11.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:55:42	10857461/10857461	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unbox-12.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unbox-12.gif	(from https://covidrobots.org/instalacion/1/instalacion/desembalado.html)
19:55:44	11074879/11074879	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-02.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-02.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:55:53	3261631/3261631	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-05-1.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-05-1.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:56:25	11897095/11897095	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-04.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-04.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:57:04	12582934/12582934	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-05-2.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-05-2.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:57:05	12409867/12409867	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-06.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-06.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:57:24	5758897/5758897	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-08.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-08.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:57:29	52282/52282	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/conex-01.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/conex-01.jpg	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:57:35	80948/80948	---M-Z	200	added ('OK')	image/png	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/usb-01.png	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/usb-01.png	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:57:42	88690/88690	---M-Z	200	added ('OK')	image/png	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/usb-02.png	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/usb-02.png	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:57:59	10486983/10486983	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-07.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-07.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:58:00	639099/639099	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/wifi-01.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/wifi-01.gif	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:04	838947/838947	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/wifi-02.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/wifi-02.gif	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:10	7809071/7809071	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-09-2.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-09-2.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:58:14	8488561/8488561	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/unlock-09-1.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/unlock-09-1.gif	(from https://covidrobots.org/instalacion/1/instalacion/desbloqueo.html)
19:58:39	3514657/3514657	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/elec-03.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/elec-03.gif	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:49	2782062/2782062	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/elec-04.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/elec-04.jpg	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:49	392389/392389	---M-Z	200	added ('OK')	image/png	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/eth-01.png	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/eth-01.png	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:59	308567/308567	---M-Z	200	added ('OK')	image/png	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/eth-02.png	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/eth-02.png	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:58:59	89847/89847	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-01.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-01.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:01	1384072/1384072	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-03-1.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-03-1.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:02	3379717/3379717	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pipette-mount.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pipette-mount.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:04	617975/617975	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-03-2.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-03-2.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:04	402580/402580	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-04-1.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-04-1.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:05	11353751/11353751	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/elec-01.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/elec-01.gif	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:59:05	367734/367734	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-04-2.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-04-2.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:05	393288/393288	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-04-3.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-04-3.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:06	46243/46243	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-07-1.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-07-1.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:06	380926/380926	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-06.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-06.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:06	16991/16991	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-07-2.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-07-2.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:14	14207138/14207138	---M-Z	200	added ('OK')	image/png	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/elec-02.png	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/elec-02.png	(from https://covidrobots.org/instalacion/1/instalacion/conexion.html)
19:59:20	3122096/3122096	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/pip-05.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/pip-05.jpg	(from https://covidrobots.org/instalacion/1/instalacion/pipetas.html)
19:59:21	2792/2792	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/mag-04.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/mag-04.3c.delayed	(from https://covidrobots.org/instalacion/1/instalacion/modulos.html)
19:59:22	3110940/3110940	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/mag-01.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/mag-01.jpg	(from https://covidrobots.org/instalacion/1/instalacion/modulos.html)
19:59:22	129558/129558	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-01.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-01.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:22	3153027/3153027	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/mag-02.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/mag-02.jpg	(from https://covidrobots.org/instalacion/1/instalacion/modulos.html)
19:59:22	109818/109818	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-02.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-02.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:22	120047/120047	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-03.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-03.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:23	118196/118196	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-04.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-04.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:23	129766/129766	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-05.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-05.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:23	153803/153803	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-06.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-06.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:23	149004/149004	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-07.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-07.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:24	145310/145310	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-08.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-08.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:24	139171/139171	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-09.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-09.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:24	143260/143260	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-10.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-10.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:24	137392/137392	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-11.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-11.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:25	2912579/2912579	---M-Z	200	added ('OK')	image/jpeg	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/mag-03.jpg	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/mag-03.jpg	(from https://covidrobots.org/instalacion/1/instalacion/modulos.html)
19:59:25	144675/144675	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-12.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-12.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
19:59:25	137074/137074	---M-Z	200	added ('OK')	image/gif	date:Thu,%2028%20May%202020%2010:38:08%20GMT	https://covidrobots.org/instalacion/1/instalacion/_images/cal-13.gif	C:/Mis%20lugares%20Web/COVID%20ROBOTS/covidrobots.org/instalacion/1/instalacion/_images/cal-13.gif	(from https://covidrobots.org/instalacion/1/instalacion/calibracion.html)
